date,crop,market,state,arrival_quantity,price_min,price_max,modal_price
2025-03-31,Onion,Pune,Maharashtra,180.7,2437.0,2659.0,2548.0
2025-03-31,Potato,Bhopal,Madhya Pradesh,286.8,1144.0,1263.0,1203.0
2025-03-31,Potato,Jaipur,Rajasthan,503.9,1091.0,1201.0,1146.0
2025-03-31,Potato,Karnal,Haryana,258.3,1173.0,1279.0,1226.0
2025-03-31,Potato,Pune,Maharashtra,342.4,1325.0,1458.0,1392.0
2025-03-31,Pulses,Aurangabad,Maharashtra,330.2,5912.0,6544.0,6228.0
2025-03-31,Pulses,Bengaluru,Karnataka,337.3,6044.0,6822.0,6433.0
2025-03-31,Pulses,Indore,Madhya Pradesh,238.3,5712.0,6469.0,6090.0
2025-03-31,Pulses,Jaipur,Rajasthan,457.4,5707.0,6523.0,6115.0
2025-03-31,Rice,Bengaluru,Karnataka,199.6,3392.0,3852.0,3622.0
2025-03-31,Rice,Karnal,Haryana,212.8,3272.0,3678.0,3475.0
2025-03-31,Rice,Ludhiana,Punjab,219.4,3219.0,3478.0,3349.0
2025-03-31,Rice,Nagpur,Maharashtra,212.0,3026.0,3434.0,3230.0
2025-03-31,Soybean,Aurangabad,Maharashtra,210.2,4689.0,5209.0,4949.0
2025-03-31,Soybean,Bhopal,Madhya Pradesh,188.8,4571.0,5193.0,4882.0
2025-03-31,Soybean,Indore,Madhya Pradesh,101.9,4722.0,5359.0,5041.0
2025-03-31,Soybean,Nagpur,Maharashtra,102.6,4877.0,5261.0,5069.0
2025-03-31,Sugarcane,Aurangabad,Maharashtra,207.4,342.0,366.0,354.0
2025-03-31,Sugarcane,Bhopal,Madhya Pradesh,113.2,327.0,352.0,340.0
2025-03-31,Sugarcane,Karnal,Haryana,240.7,340.0,364.0,352.0
2025-03-31,Sugarcane,Pune,Maharashtra,149.5,349.0,384.0,366.0
2025-03-31,Tomato,Bengaluru,Karnataka,402.8,1533.0,1719.0,1626.0
2025-03-31,Tomato,Jaipur,Rajasthan,273.0,1355.0,1504.0,1430.0
2025-03-31,Tomato,Nashik,Maharashtra,286.1,1172.0,1259.0,1215.0
2025-03-31,Tomato,Pune,Maharashtra,342.6,1650.0,1778.0,1714.0
2025-03-31,Wheat,Aurangabad,Maharashtra,411.5,2293.0,2612.0,2452.0
2025-03-31,Wheat,Bhopal,Madhya Pradesh,281.6,2276.0,2438.0,2357.0
2025-03-31,Wheat,Indore,Madhya Pradesh,364.9,2362.0,2534.0,2448.0
2025-03-31,Wheat,Karnal,Haryana,349.8,2425.0,2719.0,2572.0
2025-03-31,Wheat,Ludhiana,Punjab,206.1,2451.0,2603.0,2527.0
2025-04-01,Cotton,Aurangabad,Maharashtra,199.0,7422.0,8416.0,7919.0
2025-04-01,Cotton,Indore,Madhya Pradesh,208.7,7425.0,7986.0,7706.0
2025-04-01,Cotton,Jaipur,Rajasthan,206.9,7481.0,8171.0,7826.0
2025-04-01,Cotton,Nagpur,Maharashtra,121.6,7623.0,8296.0,7960.0
2025-04-01,Maize,Bengaluru,Karnataka,236.7,2288.0,2479.0,2384.0
2025-04-01,Maize,Indore,Madhya Pradesh,267.3,2176.0,2397.0,2287.0
2025-04-01,Maize,Nagpur,Maharashtra,179.7,2186.0,2509.0,2348.0
2025-04-01,Maize,Nashik,Maharashtra,238.8,2232.0,2470.0,2351.0
2025-04-01,Onion,Bengaluru,Karnataka,382.2,1964.0,2150.0,2057.0
2025-04-01,Onion,Indore,Madhya Pradesh,392.1,1734.0,1986.0,1860.0
2025-04-01,Onion,Nashik,Maharashtra,373.9,1506.0,1700.0,1603.0
2025-04-01,Onion,Pune,Maharashtra,286.0,2026.0,2236.0,2131.0
2025-04-01,Potato,Bhopal,Madhya Pradesh,150.1,1326.0,1425.0,1376.0
2025-04-01,Potato,Jaipur,Rajasthan,180.0,1359.0,1501.0,1430.0
2025-04-01,Potato,Karnal,Haryana,138.9,1415.0,1586.0,1501.0
2025-04-01,Potato,Pune,Maharashtra,158.9,1570.0,1672.0,1621.0
2025-04-01,Pulses,Aurangabad,Maharashtra,201.4,5993.0,6558.0,6275.0
2025-04-01,Pulses,Bengaluru,Karnataka,189.1,6126.0,6768.0,6447.0
2025-04-01,Pulses,Indore,Madhya Pradesh,184.5,5764.0,6443.0,6104.0
2025-04-01,Pulses,Jaipur,Rajasthan,332.1,5884.0,6306.0,6095.0
2025-04-01,Rice,Bengaluru,Karnataka,199.4,3384.0,3635.0,3510.0
2025-04-01,Rice,Karnal,Haryana,185.9,3250.0,3673.0,3462.0
2025-04-01,Rice,Ludhiana,Punjab,262.0,3207.0,3593.0,3400.0
2025-04-01,Rice,Nagpur,Maharashtra,247.9,3095.0,3333.0,3214.0
2025-04-01,Soybean,Aurangabad,Maharashtra,245.4,4837.0,5147.0,4992.0
2025-04-01,Soybean,Bhopal,Madhya Pradesh,261.1,4583.0,4888.0,4736.0
2025-04-01,Soybean,Indore,Madhya Pradesh,88.2,4815.0,5372.0,5093.0
2025-04-01,Soybean,Nagpur,Maharashtra,218.4,4768.0,5206.0,4987.0
2025-04-01,Sugarcane,Aurangabad,Maharashtra,258.7,338.0,375.0,356.0
2025-04-01,Sugarcane,Bhopal,Madhya Pradesh,223.0,321.0,355.0,338.0
2025-04-01,Sugarcane,Karnal,Haryana,295.4,335.0,376.0,356.0
2025-04-01,Sugarcane,Pune,Maharashtra,188.3,349.0,382.0,365.0
2025-04-01,Tomato,Bengaluru,Karnataka,78.0,2168.0,2410.0,2289.0
2025-04-01,Tomato,Jaipur,Rajasthan,209.0,1820.0,2044.0,1932.0
2025-04-01,Tomato,Nashik,Maharashtra,297.7,1561.0,1790.0,1675.0
2025-04-01,Tomato,Pune,Maharashtra,83.9,2206.0,2475.0,2340.0
2025-04-01,Wheat,Aurangabad,Maharashtra,527.0,2368.0,2572.0,2470.0
2025-04-01,Wheat,Bhopal,Madhya Pradesh,418.8,2267.0,2455.0,2361.0
2025-04-01,Wheat,Indore,Madhya Pradesh,456.9,2293.0,2573.0,2433.0
2025-04-01,Wheat,Karnal,Haryana,437.5,2473.0,2703.0,2588.0
2025-04-01,Wheat,Ludhiana,Punjab,233.4,2356.0,2703.0,2529.0
2025-04-02,Cotton,Aurangabad,Maharashtra,139.3,7491.0,8607.0,8049.0
2025-04-02,Cotton,Indore,Madhya Pradesh,172.2,7297.0,8241.0,7769.0
2025-04-02,Cotton,Jaipur,Rajasthan,176.8,7371.0,8176.0,7774.0
2025-04-02,Cotton,Nagpur,Maharashtra,214.7,7449.0,7993.0,7721.0
2025-04-02,Maize,Bengaluru,Karnataka,227.9,2249.0,2474.0,2362.0
2025-04-02,Maize,Indore,Madhya Pradesh,120.3,2148.0,2469.0,2308.0
2025-04-02,Maize,Nagpur,Maharashtra,220.4,2166.0,2451.0,2309.0
2025-04-02,Maize,Nashik,Maharashtra,130.8,2203.0,2508.0,2355.0
2025-04-02,Onion,Bengaluru,Karnataka,203.1,2085.0,2229.0,2157.0
2025-04-02,Onion,Indore,Madhya Pradesh,335.9,1720.0,1866.0,1793.0
2025-04-02,Onion,Nashik,Maharashtra,348.4,1510.0,1625.0,1568.0
2025-04-02,Onion,Pune,Maharashtra,405.6,1969.0,2198.0,2083.0
2025-04-02,Potato,Bhopal,Madhya Pradesh,140.6,1295.0,1447.0,1371.0
2025-04-02,Potato,Jaipur,Rajasthan,200.5,1390.0,1550.0,1470.0
2025-04-02,Potato,Karnal,Haryana,144.4,1487.0,1700.0,1594.0
2025-04-02,Potato,Pune,Maharashtra,182.3,1562.0,1704.0,1633.0
2025-04-02,Pulses,Aurangabad,Maharashtra,292.7,6007.0,6607.0,6307.0
2025-04-02,Pulses,Bengaluru,Karnataka,210.2,6254.0,6797.0,6525.0
2025-04-02,Pulses,Indore,Madhya Pradesh,408.1,5846.0,6373.0,6109.0
2025-04-02,Pulses,Jaipur,Rajasthan,447.2,5726.0,6504.0,6115.0
2025-04-02,Rice,Bengaluru,Karnataka,98.2,3431.0,3685.0,3558.0
2025-04-02,Rice,Karnal,Haryana,297.8,3232.0,3652.0,3442.0
2025-04-02,Rice,Ludhiana,Punjab,100.2,3208.0,3588.0,3398.0
2025-04-02,Rice,Nagpur,Maharashtra,234.6,3000.0,3424.0,3212.0
2025-04-02,Soybean,Aurangabad,Maharashtra,239.1,4888.0,5254.0,5071.0
2025-04-02,Soybean,Bhopal,Madhya Pradesh,256.1,4500.0,5137.0,4818.0
2025-04-02,Soybean,Indore,Madhya Pradesh,160.6,4853.0,5399.0,5126.0
2025-04-02,Soybean,Nagpur,Maharashtra,195.4,4705.0,5353.0,5029.0
2025-04-02,Sugarcane,Aurangabad,Maharashtra,203.1,331.0,381.0,356.0
2025-04-02,Sugarcane,Bhopal,Madhya Pradesh,250.0,324.0,356.0,340.0
2025-04-02,Sugarcane,Karnal,Haryana,142.6,330.0,377.0,353.0
2025-04-02,Sugarcane,Pune,Maharashtra,123.1,351.0,380.0,365.0
2025-04-02,Tomato,Bengaluru,Karnataka,182.4,2205.0,2354.0,2280.0
2025-04-02,Tomato,Jaipur,Rajasthan,95.2,1813.0,2000.0,1906.0
2025-04-02,Tomato,Nashik,Maharashtra,109.6,1478.0,1645.0,1562.0
2025-04-02,Tomato,Pune,Maharashtra,216.9,2373.0,2542.0,2457.0
2025-04-02,Wheat,Aurangabad,Maharashtra,417.4,2335.0,2594.0,2464.0
2025-04-02,Wheat,Bhopal,Madhya Pradesh,296.8,2243.0,2524.0,2383.0
2025-04-02,Wheat,Indore,Madhya Pradesh,556.4,2227.0,2551.0,2389.0
2025-04-02,Wheat,Karnal,Haryana,285.4,2496.0,2705.0,2601.0
2025-04-02,Wheat,Ludhiana,Punjab,217.6,2405.0,2669.0,2537.0
2025-04-03,Cotton,Aurangabad,Maharashtra,147.0,7452.0,8490.0,7971.0
2025-04-03,Cotton,Indore,Madhya Pradesh,177.9,7477.0,8259.0,7868.0
2025-04-03,Cotton,Jaipur,Rajasthan,126.4,7337.0,8194.0,7766.0
2025-04-03,Cotton,Nagpur,Maharashtra,175.2,7161.0,8174.0,7667.0
2025-04-03,Maize,Bengaluru,Karnataka,194.0,2290.0,2544.0,2417.0
2025-04-03,Maize,Indore,Madhya Pradesh,132.8,2175.0,2480.0,2328.0
2025-04-03,Maize,Nagpur,Maharashtra,80.4,2196.0,2430.0,2313.0
2025-04-03,Maize,Nashik,Maharashtra,191.9,2282.0,2452.0,2367.0
2025-04-03,Onion,Bengaluru,Karnataka,362.2,2012.0,2282.0,2147.0
2025-04-03,Onion,Indore,Madhya Pradesh,265.1,1593.0,1779.0,1686.0
2025-04-03,Onion,Nashik,Maharashtra,269.4,1527.0,1687.0,1607.0
2025-04-03,Onion,Pune,Maharashtra,151.6,1966.0,2153.0,2059.0
2025-04-03,Potato,Bhopal,Madhya Pradesh,119.4,1287.0,1425.0,1356.0
2025-04-03,Potato,Jaipur,Rajasthan,235.2,1457.0,1589.0,1523.0
2025-04-03,Potato,Karnal,Haryana,111.9,1490.0,1703.0,1596.0
2025-04-03,Potato,Pune,Maharashtra,201.7,1519.0,1682.0,1600.0
2025-04-03,Pulses,Aurangabad,Maharashtra,469.1,5995.0,6700.0,6347.0
2025-04-03,Pulses,Bengaluru,Karnataka,410.8,6039.0,6847.0,6443.0
2025-04-03,Pulses,Indore,Madhya Pradesh,428.6,5687.0,6489.0,6088.0
2025-04-03,Pulses,Jaipur,Rajasthan,494.2,5828.0,6473.0,6151.0
2025-04-03,Rice,Bengaluru,Karnataka,121.8,3341.0,3731.0,3536.0
2025-04-03,Rice,Karnal,Haryana,228.4,3300.0,3580.0,3440.0
2025-04-03,Rice,Ludhiana,Punjab,95.7,3173.0,3609.0,3391.0
2025-04-03,Rice,Nagpur,Maharashtra,217.4,3015.0,3468.0,3242.0
2025-04-03,Soybean,Aurangabad,Maharashtra,149.8,4887.0,5424.0,5156.0
2025-04-03,Soybean,Bhopal,Madhya Pradesh,253.7,4529.0,5123.0,4826.0
2025-04-03,Soybean,Indore,Madhya Pradesh,235.7,4874.0,5484.0,5179.0
2025-04-03,Soybean,Nagpur,Maharashtra,206.2,4831.0,5387.0,5109.0
2025-04-03,Sugarcane,Aurangabad,Maharashtra,181.7,335.0,371.0,353.0
2025-04-03,Sugarcane,Bhopal,Madhya Pradesh,194.4,317.0,363.0,340.0
2025-04-03,Sugarcane,Karnal,Haryana,177.9,333.0,373.0,353.0
2025-04-03,Sugarcane,Pune,Maharashtra,139.3,351.0,381.0,366.0
2025-04-03,Tomato,Bengaluru,Karnataka,200.9,2196.0,2438.0,2317.0
2025-04-03,Tomato,Jaipur,Rajasthan,83.7,1930.0,2110.0,2020.0
2025-04-03,Tomato,Nashik,Maharashtra,208.3,1506.0,1649.0,1578.0
2025-04-03,Tomato,Pune,Maharashtra,120.4,2313.0,2570.0,2441.0
2025-04-03,Wheat,Aurangabad,Maharashtra,395.4,2325.0,2630.0,2478.0
2025-04-03,Wheat,Bhopal,Madhya Pradesh,319.0,2297.0,2595.0,2446.0
2025-04-03,Wheat,Indore,Madhya Pradesh,494.2,2235.0,2456.0,2346.0
2025-04-03,Wheat,Karnal,Haryana,450.8,2511.0,2689.0,2600.0
2025-04-03,Wheat,Ludhiana,Punjab,398.2,2346.0,2614.0,2480.0
2025-04-04,Cotton,Aurangabad,Maharashtra,95.9,7606.0,8714.0,8160.0
2025-04-04,Cotton,Indore,Madhya Pradesh,145.6,7483.0,8277.0,7880.0
2025-04-04,Cotton,Jaipur,Rajasthan,165.5,7364.0,7871.0,7618.0
2025-04-04,Cotton,Nagpur,Maharashtra,114.5,7128.0,8189.0,7659.0
2025-04-04,Maize,Bengaluru,Karnataka,148.2,2287.0,2545.0,2416.0
2025-04-04,Maize,Indore,Madhya Pradesh,84.7,2212.0,2365.0,2289.0
2025-04-04,Maize,Nagpur,Maharashtra,194.7,2203.0,2461.0,2332.0
2025-04-04,Maize,Nashik,Maharashtra,134.8,2249.0,2545.0,2397.0
2025-04-04,Onion,Bengaluru,Karnataka,231.8,2005.0,2136.0,2071.0
2025-04-04,Onion,Indore,Madhya Pradesh,227.6,1552.0,1733.0,1643.0
2025-04-04,Onion,Nashik,Maharashtra,427.1,1565.0,1675.0,1620.0
2025-04-04,Onion,Pune,Maharashtra,327.6,1975.0,2133.0,2054.0
2025-04-04,Potato,Bhopal,Madhya Pradesh,150.0,1282.0,1405.0,1343.0
2025-04-04,Potato,Jaipur,Rajasthan,157.0,1430.0,1614.0,1522.0
2025-04-04,Potato,Karnal,Haryana,183.0,1485.0,1582.0,1534.0
2025-04-04,Potato,Pune,Maharashtra,80.2,1522.0,1684.0,1603.0
2025-04-04,Pulses,Aurangabad,Maharashtra,360.9,5995.0,6655.0,6325.0
2025-04-04,Pulses,Bengaluru,Karnataka,172.5,6153.0,6745.0,6449.0
2025-04-04,Pulses,Indore,Madhya Pradesh,208.6,5971.0,6350.0,6160.0
2025-04-04,Pulses,Jaipur,Rajasthan,133.1,5871.0,6473.0,6172.0
2025-04-04,Rice,Bengaluru,Karnataka,123.6,3382.0,3676.0,3529.0
2025-04-04,Rice,Karnal,Haryana,193.4,3273.0,3663.0,3468.0
2025-04-04,Rice,Ludhiana,Punjab,99.2,3246.0,3534.0,3390.0
2025-04-04,Rice,Nagpur,Maharashtra,166.6,3090.0,3461.0,3276.0
2025-04-04,Soybean,Aurangabad,Maharashtra,130.9,4862.0,5517.0,5190.0
2025-04-04,Soybean,Bhopal,Madhya Pradesh,123.1,4582.0,5156.0,4869.0
2025-04-04,Soybean,Indore,Madhya Pradesh,106.8,4901.0,5463.0,5182.0
2025-04-04,Soybean,Nagpur,Maharashtra,133.9,4910.0,5417.0,5163.0
2025-04-04,Sugarcane,Aurangabad,Maharashtra,86.7,331.0,380.0,355.0
2025-04-04,Sugarcane,Bhopal,Madhya Pradesh,227.8,319.0,365.0,342.0
2025-04-04,Sugarcane,Karnal,Haryana,158.6,336.0,375.0,356.0
2025-04-04,Sugarcane,Pune,Maharashtra,138.6,347.0,387.0,367.0
2025-04-04,Tomato,Bengaluru,Karnataka,137.9,2175.0,2318.0,2247.0
2025-04-04,Tomato,Jaipur,Rajasthan,122.5,2010.0,2284.0,2147.0
2025-04-04,Tomato,Nashik,Maharashtra,211.6,1463.0,1578.0,1521.0
2025-04-04,Tomato,Pune,Maharashtra,98.2,2327.0,2608.0,2468.0
2025-04-04,Wheat,Aurangabad,Maharashtra,142.8,2312.0,2614.0,2463.0
2025-04-04,Wheat,Bhopal,Madhya Pradesh,189.4,2328.0,2587.0,2457.0
2025-04-04,Wheat,Indore,Madhya Pradesh,302.6,2168.0,2475.0,2321.0
2025-04-04,Wheat,Karnal,Haryana,209.0,2389.0,2735.0,2562.0
2025-04-04,Wheat,Ludhiana,Punjab,305.4,2398.0,2671.0,2534.0
2025-04-05,Cotton,Aurangabad,Maharashtra,82.5,7649.0,8551.0,8100.0
2025-04-05,Cotton,Indore,Madhya Pradesh,131.8,7513.0,8143.0,7828.0
2025-04-05,Cotton,Jaipur,Rajasthan,81.5,7377.0,8313.0,7845.0
2025-04-05,Cotton,Nagpur,Maharashtra,133.3,7380.0,7873.0,7627.0
2025-04-05,Maize,Bengaluru,Karnataka,80.7,2285.0,2561.0,2423.0
2025-04-05,Maize,Indore,Madhya Pradesh,66.5,2193.0,2416.0,2305.0
2025-04-05,Maize,Nagpur,Maharashtra,73.3,2237.0,2454.0,2345.0
2025-04-05,Maize,Nashik,Maharashtra,84.1,2290.0,2594.0,2442.0
2025-04-05,Onion,Bengaluru,Karnataka,197.7,1960.0,2143.0,2052.0
2025-04-05,Onion,Indore,Madhya Pradesh,242.8,1505.0,1674.0,1589.0
2025-04-05,Onion,Nashik,Maharashtra,369.8,1513.0,1637.0,1575.0
2025-04-05,Onion,Pune,Maharashtra,200.9,1992.0,2156.0,2074.0
2025-04-05,Potato,Bhopal,Madhya Pradesh,70.0,1170.0,1318.0,1244.0
2025-04-05,Potato,Jaipur,Rajasthan,106.7,1431.0,1523.0,1477.0
2025-04-05,Potato,Karnal,Haryana,111.2,1451.0,1553.0,1502.0
2025-04-05,Potato,Pune,Maharashtra,80.5,1682.0,1860.0,1771.0
2025-04-05,Pulses,Aurangabad,Maharashtra,283.4,6101.0,6709.0,6405.0
2025-04-05,Pulses,Bengaluru,Karnataka,128.1,6079.0,6992.0,6535.0
2025-04-05,Pulses,Indore,Madhya Pradesh,260.3,5937.0,6701.0,6319.0
2025-04-05,Pulses,Jaipur,Rajasthan,146.8,5994.0,6496.0,6245.0
2025-04-05,Rice,Bengaluru,Karnataka,178.7,3327.0,3720.0,3524.0
2025-04-05,Rice,Karnal,Haryana,153.3,3316.0,3563.0,3439.0
2025-04-05,Rice,Ludhiana,Punjab,143.2,3203.0,3612.0,3408.0
2025-04-05,Rice,Nagpur,Maharashtra,138.9,3178.0,3427.0,3303.0
2025-04-05,Soybean,Aurangabad,Maharashtra,164.1,4922.0,5461.0,5192.0
2025-04-05,Soybean,Bhopal,Madhya Pradesh,100.7,4635.0,5152.0,4894.0
2025-04-05,Soybean,Indore,Madhya Pradesh,96.8,4903.0,5355.0,5129.0
2025-04-05,Soybean,Nagpur,Maharashtra,148.6,4873.0,5476.0,5175.0
2025-04-05,Sugarcane,Aurangabad,Maharashtra,179.1,333.0,380.0,356.0
2025-04-05,Sugarcane,Bhopal,Madhya Pradesh,117.0,318.0,364.0,341.0
2025-04-05,Sugarcane,Karnal,Haryana,129.2,338.0,374.0,356.0
2025-04-05,Sugarcane,Pune,Maharashtra,159.8,354.0,378.0,366.0
2025-04-05,Tomato,Bengaluru,Karnataka,95.1,2120.0,2352.0,2236.0
2025-04-05,Tomato,Jaipur,Rajasthan,129.5,2040.0,2315.0,2178.0
2025-04-05,Tomato,Nashik,Maharashtra,190.7,1584.0,1738.0,1661.0
2025-04-05,Tomato,Pune,Maharashtra,102.4,2475.0,2691.0,2583.0
2025-04-05,Wheat,Aurangabad,Maharashtra,339.7,2339.0,2573.0,2456.0
2025-04-05,Wheat,Bhopal,Madhya Pradesh,237.7,2342.0,2538.0,2440.0
2025-04-05,Wheat,Indore,Madhya Pradesh,260.8,2219.0,2375.0,2297.0
2025-04-05,Wheat,Karnal,Haryana,160.3,2511.0,2697.0,2604.0
2025-04-05,Wheat,Ludhiana,Punjab,268.4,2402.0,2666.0,2534.0
2025-04-06,Cotton,Aurangabad,Maharashtra,106.1,7585.0,8372.0,7978.0
2025-04-06,Cotton,Jaipur,Rajasthan,71.2,7556.0,8113.0,7834.0
2025-04-06,Cotton,Nagpur,Maharashtra,76.8,7167.0,8041.0,7604.0
2025-04-06,Maize,Bengaluru,Karnataka,140.6,2326.0,2485.0,2405.0
2025-04-06,Maize,Nagpur,Maharashtra,100.3,2200.0,2361.0,2280.0
2025-04-06,Onion,Bengaluru,Karnataka,218.6,1977.0,2200.0,2088.0
2025-04-06,Onion,Indore,Madhya Pradesh,306.4,1508.0,1697.0,1603.0
2025-04-06,Potato,Bhopal,Madhya Pradesh,87.4,1190.0,1288.0,1239.0
2025-04-06,Potato,Jaipur,Rajasthan,126.4,1369.0,1469.0,1419.0
2025-04-06,Pulses,Aurangabad,Maharashtra,279.8,5983.0,6813.0,6398.0
2025-04-06,Pulses,Jaipur,Rajasthan,318.7,5786.0,6498.0,6142.0
2025-04-06,Rice,Bengaluru,Karnataka,149.6,3281.0,3721.0,3501.0
2025-04-06,Rice,Ludhiana,Punjab,149.2,3177.0,3584.0,3381.0
2025-04-06,Soybean,Aurangabad,Maharashtra,114.2,4877.0,5390.0,5134.0
2025-04-06,Soybean,Indore,Madhya Pradesh,146.3,4773.0,5325.0,5049.0
2025-04-06,Sugarcane,Aurangabad,Maharashtra,115.2,333.0,380.0,356.0
2025-04-06,Sugarcane,Bhopal,Madhya Pradesh,89.8,322.0,360.0,341.0
2025-04-06,Sugarcane,Karnal,Haryana,129.3,336.0,375.0,356.0
2025-04-06,Tomato,Bengaluru,Karnataka,93.0,2086.0,2386.0,2236.0
2025-04-06,Tomato,Jaipur,Rajasthan,141.8,2099.0,2278.0,2189.0
2025-04-06,Tomato,Pune,Maharashtra,119.8,2590.0,2941.0,2766.0
2025-04-06,Wheat,Karnal,Haryana,325.9,2491.0,2701.0,2596.0
2025-04-07,Cotton,Aurangabad,Maharashtra,226.6,7433.0,8225.0,7829.0
2025-04-07,Cotton,Indore,Madhya Pradesh,117.9,6951.0,7919.0,7435.0
2025-04-07,Cotton,Jaipur,Rajasthan,86.8,7630.0,8357.0,7994.0
2025-04-07,Cotton,Nagpur,Maharashtra,216.5,7148.0,8190.0,7669.0
2025-04-07,Maize,Bengaluru,Karnataka,99.0,2321.0,2558.0,2440.0
2025-04-07,Maize,Indore,Madhya Pradesh,136.7,2180.0,2356.0,2268.0
2025-04-07,Maize,Nagpur,Maharashtra,227.6,2171.0,2382.0,2277.0
2025-04-07,Maize,Nashik,Maharashtra,170.7,2341.0,2512.0,2427.0
2025-04-07,Onion,Bengaluru,Karnataka,292.2,1957.0,2192.0,2074.0
2025-04-07,Onion,Indore,Madhya Pradesh,373.9,1438.0,1603.0,1520.0
2025-04-07,Onion,Nashik,Maharashtra,271.1,1394.0,1572.0,1483.0
2025-04-07,Onion,Pune,Maharashtra,405.1,1869.0,2102.0,1985.0
2025-04-07,Potato,Bhopal,Madhya Pradesh,182.4,1188.0,1343.0,1265.0
2025-04-07,Potato,Jaipur,Rajasthan,213.1,1322.0,1513.0,1418.0
2025-04-07,Potato,Karnal,Haryana,78.6,1401.0,1565.0,1483.0
2025-04-07,Potato,Pune,Maharashtra,136.6,1647.0,1852.0,1749.0
2025-04-07,Pulses,Aurangabad,Maharashtra,358.7,6209.0,6776.0,6492.0
2025-04-07,Pulses,Bengaluru,Karnataka,468.4,6055.0,6730.0,6393.0
2025-04-07,Pulses,Indore,Madhya Pradesh,361.4,5850.0,6674.0,6262.0
2025-04-07,Pulses,Jaipur,Rajasthan,361.3,5826.0,6434.0,6130.0
2025-04-07,Rice,Bengaluru,Karnataka,163.4,3395.0,3627.0,3511.0
2025-04-07,Rice,Karnal,Haryana,84.2,3360.0,3569.0,3465.0
2025-04-07,Rice,Ludhiana,Punjab,132.9,3264.0,3532.0,3398.0
2025-04-07,Rice,Nagpur,Maharashtra,79.9,3077.0,3529.0,3303.0
2025-04-07,Soybean,Aurangabad,Maharashtra,167.0,4755.0,5466.0,5111.0
2025-04-07,Soybean,Bhopal,Madhya Pradesh,92.2,4736.0,5041.0,4889.0
2025-04-07,Soybean,Indore,Madhya Pradesh,192.6,4774.0,5127.0,4951.0
2025-04-07,Soybean,Nagpur,Maharashtra,200.0,4959.0,5301.0,5130.0
2025-04-07,Sugarcane,Aurangabad,Maharashtra,173.1,342.0,376.0,359.0
2025-04-07,Sugarcane,Bhopal,Madhya Pradesh,225.2,320.0,363.0,342.0
2025-04-07,Sugarcane,Karnal,Haryana,181.6,334.0,381.0,358.0
2025-04-07,Sugarcane,Pune,Maharashtra,125.6,344.0,385.0,365.0
2025-04-07,Tomato,Bengaluru,Karnataka,76.7,2286.0,2445.0,2366.0
2025-04-07,Tomato,Jaipur,Rajasthan,62.8,2027.0,2279.0,2153.0
2025-04-07,Tomato,Nashik,Maharashtra,124.4,1659.0,1878.0,1768.0
2025-04-07,Tomato,Pune,Maharashtra,122.7,2599.0,2940.0,2769.0
2025-04-07,Wheat,Aurangabad,Maharashtra,448.2,2254.0,2592.0,2423.0
2025-04-07,Wheat,Bhopal,Madhya Pradesh,253.0,2355.0,2504.0,2430.0
2025-04-07,Wheat,Indore,Madhya Pradesh,481.5,2147.0,2416.0,2282.0
2025-04-07,Wheat,Karnal,Haryana,214.1,2440.0,2739.0,2590.0
2025-04-07,Wheat,Ludhiana,Punjab,251.4,2346.0,2693.0,2519.0
2025-04-08,Cotton,Aurangabad,Maharashtra,256.8,7344.0,8090.0,7717.0
2025-04-08,Cotton,Indore,Madhya Pradesh,127.5,7382.0,7931.0,7657.0
2025-04-08,Cotton,Jaipur,Rajasthan,251.3,7593.0,8297.0,7945.0
2025-04-08,Cotton,Nagpur,Maharashtra,239.5,7158.0,7980.0,7569.0
2025-04-08,Maize,Bengaluru,Karnataka,225.7,2308.0,2605.0,2456.0
2025-04-08,Maize,Indore,Madhya Pradesh,94.1,2194.0,2401.0,2297.0
2025-04-08,Maize,Nagpur,Maharashtra,233.6,2151.0,2336.0,2244.0
2025-04-08,Maize,Nashik,Maharashtra,232.4,2302.0,2554.0,2428.0
2025-04-08,Onion,Bengaluru,Karnataka,457.3,1917.0,2116.0,2017.0
2025-04-08,Onion,Indore,Madhya Pradesh,542.2,1415.0,1609.0,1512.0
2025-04-08,Onion,Nashik,Maharashtra,406.5,1507.0,1624.0,1566.0
2025-04-08,Onion,Pune,Maharashtra,312.1,1922.0,2063.0,1993.0
2025-04-08,Potato,Bhopal,Madhya Pradesh,266.0,1183.0,1323.0,1253.0
2025-04-08,Potato,Jaipur,Rajasthan,249.8,1384.0,1576.0,1480.0
2025-04-08,Potato,Karnal,Haryana,244.3,1376.0,1575.0,1476.0
2025-04-08,Potato,Pune,Maharashtra,88.7,1573.0,1802.0,1687.0
2025-04-08,Pulses,Aurangabad,Maharashtra,399.9,6135.0,6656.0,6396.0
2025-04-08,Pulses,Bengaluru,Karnataka,462.2,6175.0,6771.0,6473.0
2025-04-08,Pulses,Indore,Madhya Pradesh,486.4,5750.0,6550.0,6150.0
2025-04-08,Pulses,Jaipur,Rajasthan,337.1,6003.0,6427.0,6215.0
2025-04-08,Rice,Bengaluru,Karnataka,190.8,3288.0,3736.0,3512.0
2025-04-08,Rice,Karnal,Haryana,263.9,3393.0,3659.0,3526.0
2025-04-08,Rice,Ludhiana,Punjab,291.7,3222.0,3596.0,3409.0
